Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
West of Zanzibar,1928,65 min.,Tod Browning,Lon Chaney,Lionel Barrymore,Drama
My Favorite Spy,1951,93 min.,Norman Z. McLeod,Hedy Lamarr,Arnold Moss,Action
What Maisie Knew,2012,93 min.,"Scott McGehee, David Siegel",Julianne Moore,Alexander Skarsgård,Based-on-19th-Century-Literature
The Staircase,2004,360 min.,Jean-Xavier de Lestrade,Michael Peterson,David Rudolf,Biography
De Palma,2015,107 min.,"Noah Baumbach, Jake Paltrow",Brian De Palma,,Biography
Thelma,2017,116 min.,Joachim Trier,Eili Harboe,Kaya Wilkins,Coming-of-Age
Monte Carlo,1930,90 min.,Ernst Lubitsch,Jack Buchanan,Jeanette MacDonald,Comedy
A Hijacking,2012,99 min.,Tobias Lindholm,Pilou Asbæk,Søren Malling,Adventure
Caged Heat,1974,83 min.,Jonathan Demme,Barbara Steele,Erica Gavin,Action
Fright Night Part 2,1988,104 min.,Tommy Lee Wallace,Traci Lind,Julie Carmen,Comedy
Escaflowne,2000,98 min.,"Kazuki Akane, Yoshiyuki Takei",Maaya Sakamoto,Tomokazu Seki,Action
The Pagemaster,1994,80 min.,"Pixote Hunt, Joe Johnston",Macaulay Culkin,Christopher Lloyd,Adventure
Toy Story of Terror!,2013,22 min.,Angus MacLane,Tom Hanks,Tim Allen,Animation
Children of Dune,2003,266 min.,Greg Yaitanes,Alec Newman,Julie Cox,Adventure Drama
Hoodwinked!,2005,80 min.,Cory Edwards,Anne Hathaway,Glenn Close,Animation
The Old Maid,1939,95 min.,Edmund Goulding,Bette Davis,Miriam Hopkins,Drama
Zatoichi the Fugitive,1963,86 min.,Tokuzô Tanaka,Shintarô Katsu,Miwa Takada,Action
The Christmas Dream,1901,4 min.,Georges Méliès,,,Fantasy
Feed the Kitty,1952,7 min.,Chuck Jones,,,Animation
10 Items or Less,2006,82 min.,Brad Silberling,Paz Vega,Anne Dudek,Comedy Drama
Prince of Persia: The Sands of Time,2010,116 min.,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Action
Grass: A Nation's Battle for Life,1925,71 min.,Merian C. Cooper and Ernest B. Schoedsack,Merian C. Cooper,Ernest B. Schoedsack,Culture and Society
Lemora: A Child's Tale of the Supernatural,1973,113 min.,Richard Blackburn,Lesley Taplin,Cheryl Smith,Coming-of-Age
Howl,2010,84 min.,"Rob Epstein, Jeffrey Friedman",Jon Hamm,James Franco,Animation
We All Loved Each Other So Much,1974,124 min.,Ettore Scola,Vittorio Gassman,Stefano Satta Flores,Comedy Drama
Made for Each Other,1939,92 min.,John Cromwell,James Stewart,Carole Lombard,Comedy Drama
Legend of the Guardians: The Owls of Ga'Hoole,2010,90 min.,Zack Snyder,Jim Sturgess,Hugo Weaving,Adventure
Life of Python,1990,57 min.,Mark Redhead,Eric Idle,Graham Chapman,Biography
An Inspector Calls,1954,80 min.,Guy Hamilton,Alastair Sim,Jane Wenham,Based-on-Theatre
The Corruptor,1999,110 min.,James Foley,Mark Wahlberg,Paul Ben-Victor,Action Thriller
The Making of Star Wars,1977,50 min.,Robert Guenette,William Conrad,Don LaFontaine,Documentary
Bugs and Thugs,1954,7 min.,Friz Freleng,,,Animation
The Flame and the Arrow,1950,88 min.,Jacques Tourneur,Nick Cravat,Francis Pierlot,Adventure
Mafioso,1962,105 min.,Alberto Lattuada,Alberto Sordi,Norma Bengell,Comedy
The Libertine,2004,130 min.,Laurence Dunmore,Johnny Depp,Rosamund Pike,Based-on-a-True-Story
The Crimson Rivers,2000,106 min.,Mathieu Kassovitz,Karim Belkhadra,Nadia Farès,Crime
Intacto,2001,108 min.,Juan Carlos Fresnadillo,Antonio Dechent,Max von Sydow,Foreign Language Film
The Wood,1999,106 min.,Rick Famuyiwa,Omar Epps,Sean Nelson,Buddy Film
Restoration,1995,117 min.,Michael Hoffman,Robert Downey Jr.,Sam Neill,Drama
The Bride Came C.O.D.,1941,92 min.,William Keighley,James Cagney,Bette Davis,Comedy
This Is It,2009,112 min.,Kenny Ortega,Michael Jackson,Alex Al,Concert Film
Men Don't Leave,1990,115 min.,Paul Brickman,Jessica Lange,Chris O'Donnell,Comedy Drama
Sin City: A Dame to Kill For,2014,102 min.,"Frank Miller, Robert Rodriguez",Mickey Rourke,Jessica Alba,Action
The Pixar Shorts: A Short History,2007,23 min.,Tony Kaplan,John Lasseter,Jim Blinn,Animation
Disorder in the Court,1936,16 min.,Jack White,Moe Howard,Larry Fine,Comedy
Albino Alligator,1996,97 min.,Kevin Spacey,Matt Dillon,Faye Dunaway,Crime
Woman on the Run,1950,77 min.,Norman Foster,Ann Sheridan,Dennis O'Keefe,Crime Thriller
Tomorrow May Not Be,2003,186 min.,Nikhil Advani,Jaya Bhaduri,Shah Rukh Khan,Bollywood
The Children,2008,84 min.,Tom Shankland,Eva Birthistle,Stephen Campbell Moore,Holiday Film
Space is the Place,1974,85 min.,John Coney,Sun Ra,Raymond Johnson,Avant-garde / Experimental
Trick Riding,1895,1 min.,Louis Lumière,,,Documentary
Blood Feast,1963,67 min.,Herschell Gordon Lewis,William Kerwin,Mal Arnold,Cannibal Film
Sometimes a Great Notion,1970,114 min.,Paul Newman,Paul Newman,Henry Fonda,Adventure
The Battle of the Somme,1916,77 min.,"Geoffrey Malins, John McDowell",,,Documentary
All About Lily Chou-Chou,2001,146 min.,Shunji Iwai,Hayato Ichihara,Shûgo Oshinari,Coming-of-Age
She's the Man,2006,105 min.,Andy Fickman,Channing Tatum,Laura Ramsey,Based-on-Shakespeare
The Left-Handed Gun,1958,102 min.,Arthur Penn,Paul Newman,Lita Milan,Based-on-a-True-Story
The Bride,1985,118 min.,Franc Roddam,Sting,Jennifer Beals,Based-on-19th-Century-Literature
The Hare-Brained Hypnotist,1942,7 min.,Friz Freleng,,,Animation
The Alamo,2004,137 min.,John Lee Hancock,Patrick Wilson,Emilio Echeverria,Based-on-a-True-Story
The Silencers,1966,102 min.,Phil Karlson,Dean Martin,Stella Stevens,Action
The Unsinkable Molly Brown,1964,128 min.,Charles Walters,Harve Presnell,Jack Kruschen,Based-on-Theatre
Friday the 13th,2009,97 min.,Marcus Nispel,Jared Padalecki,Danielle Panabaker,Horror
In the House,2012,105 min.,François Ozon,Fabrice Luchini,Ernst Umhauer,Based-on-Theatre
To Joy,1950,98 min.,Ingmar Bergman,Maj-Britt Nilsson,Stig Olin,Drama
The Enchanted Sedan Chair,1905,3 min.,Georges Méliès,,,Fantasy
The Road to Wellville,1994,118 min.,Alan Parker,Dana Carvey,Traci Lind,Comedy
The Human Stain,2003,106 min.,Robert Benton,Anthony Hopkins,Nicole Kidman,Drama
Dr. Jekyll And Mr. Hyde,1912,12 min.,Lucius Henderson,James Cruze,Florence La Badie,Based-on-19th-Century-Literature
The Murderer Lives at Number 21,1942,84 min.,Henri-Georges Clouzot,Pierre Fresnay,Suzy Delair,Comedy
Not Another Teen Movie,2001,89 min.,Joel Gallen,Jaime Pressly,Mia Kirshner,Comedy
Chris Rock: Bigger & Blacker,1999,65 min.,Keith Truesdell,Chris Rock,Slick Rick,Comedy
Demolition of a Wall,1896,1 min.,Louis Lumière,Auguste Lumière,,Documentary
Green Lantern: Emerald Knights,2011,84 min.,"Chris Berkeley, Lauren Montgomery, Jay Oliva",Nathan Fillion,Jason Isaacs,Action
Major Payne,1995,95 min.,Nick Castle,Michael Ironside,Steven Martini,Comedy
Godspell,1973,103 min.,David Greene,Katie Hanley,Victor Garber,Based-on-Theatre
Paycheck,2003,119 min.,John Woo,Ben Affleck,Aaron Eckhart,Action
Bad Moon,1996,80 min.,Eric Red,Mariel Hemingway,Michael Paré,Horror
Pokémon the Movie 3: Spell of the Unknown,2001,93 min.,Kunihiko Yuyama,Veronica Taylor,Rachael Lillis,Anime
Blue Crush,2002,104 min.,John Stockwell,Matthew Davis,Michelle Rodriguez,Romance
Chess Fever,1925,28 min.,"Vsevolod Pudovkin, Nikolai Shpikovsky",Vladimir Fogel,Anna Zemtsova,Comedy
Emily the Criminal,2022,93 min.,John Patton Ford,Aubrey Plaza,Theo Rossi,Crime Drama
Fever Pitch,1997,102 min.,David Evans,Mark Strong,Holly Aird,Comedy
The Disorderly Orderly,1964,90 min.,Frank Tashlin,Jerry Lewis,Glenda Farrell,Comedy
Operation: Rabbit,1952,7 min.,Chuck Jones,,,Animation
The Hired Hand,1971,90 min.,Peter Fonda,Peter Fonda,Warren Oates,New Hollywood
Thinner,1996,92 min.,Tom Holland,Robert John Burke,Kari Wuhrer,Based-on-20th-Century-Literature
Of Unknown Origin,1983,88 min.,George P. Cosmatos,Peter Weller,Jennifer Dale,Horror
The Shout,1978,86 min.,Jerzy Skolimowski,Alan Bates,Susannah York,Drama
In The Park,1915,15 min.,Charles Chaplin,Charles Chaplin,Edna Purviance,Comedy
I Am Trying To Break Your Heart,2002,92 min.,Sam Jones,Jeff Tweedy,John Stirratt,Biography
Cherry 2000,1987,99 min.,Steve De Jarnatt,David Andrews,Tim Thomerson,Action
The Soloist,2009,117 min.,Joe Wright,Jamie Foxx,Robert Downey Jr.,Based-on-a-True-Story
This is Elvis,1981,144 min.,Malcolm Leo,Dave Scott,Paul Boensh III,Biography
Inventing the Abbotts,1997,110 min.,Pat O'Connor,Billy Crudup,Liv Tyler,Americana
Tomorrow Is Forever,1946,105 min.,Irving Pichel,Natalie Wood,Claudette Colbert,Drama
The Battle Over Citizen Kane,1996,108 min.,"Michael Epstein, Thomas Lennon",William Alland,Thomas Anderson,Biography
The Element of Crime,1984,104 min.,Lars von Trier,Michael Elphick,Esmond Knight,Crime
André the Giant,2018,85 min.,Jason Hehir,Andre the Giant,Tim White,Biography
Baron Munchausen's Dream,1911,11 min.,Georges Méliès,,,Comedy
Nothing But Trouble,1991,94 min.,Dan Aykroyd,Chevy Chase,Dan Aykroyd,Black Comedy
Shock Treatment,1981,94 min.,Jim Sharman,Cliff De Young,Patricia Quinn,Comedy
"Cruel, Cruel Love",1914,16 min.,George Nichols,Charles Chaplin,Edgar Kennedy,Comedy
The Enchanted Well,1903,4 min.,Georges Méliès,,,Fantasy
The Human Comedy,1943,118 min.,Clarence Brown,Mickey Rooney,James Craig,Americana
Union Pacific,1939,135 min.,Cecil B. Demille,Barbara Stanwyck,Joel McCrea,Western
Shanghai Triad,1995,103 min.,Yimou Zhang,Li Baotian,Sun Chun,Coming-of-Age
A Time to Love and a Time to Die,1958,132 min.,Douglas Sirk,John Gavin,Liselotte Pulver,Anti-War Film
Godzilla 2000,1999,107 min.,Takao Okawara,Takehiro Murata,Shiro Sano,Action
Crazed Fruit,1956,86 min.,Kô Nakahira,Masahiko Tsugawa,Yujiro Ishihara,Drama
Exit of Rip and the Dwarf,1896,1 min.,William K.L. Dickson,Joseph Jefferson,,Based-on-19th-Century-Literature
14 Carrot Rabbit,1952,7 min.,Friz Freleng,,,Animation
Chained Heat,1983,95 min.,Paul Nicholas,Stella Stevens,John Vernon,Crime
Samurai Assassin,1965,122 min.,Kihachi Okamoto,Toshirô Mifune,Keiju Kobayashi,Action
Cube 2: Hypercube,2002,95 min.,Andrzej Sekula,Paul Robbins,Andrew Scorer,Escape Film
Robot Carnival,1991,90 min.,"Atsuko Fukushima, Hiroyuki Kitakubo, Hiroyuki Kitazume, Mao Lamdao, Kôji Morimoto, Takashi Nakamura, Hidetoshi Ômori, Katsuhiro Ôtomo, Yasuomi Umetsu",Kôji Moritsugu,Yayoi Maki,Animation
"After the Ball, the Bath",1897,1 min.,Georges Méliès,Jane Brady,Jeanne d'Alcy,Short Film
Sound City,2013,106 min.,Dave Grohl,Dave Grohl,Stevie Nicks,Documentary
The Racket,1951,88 min.,John Cromwell,Robert Mitchum,Lizabeth Scott,Crime Drama
Burn!,1969,112 min.,Gillo Pontecorvo,Renato Salvatori,Joseph P. Persaud,Drama
Zu: Warriors from the Magic Mountain,1983,95 min.,Hark Tsui,Biao Yuen,Hoi Mang,Action
Ned Kelly,2003,110 min.,Gregor Jordan,Heath Ledger,Orlando Bloom,Based-on-a-True-Story
Humorous Phases of Funny Faces,1906,3 min.,J. Stuart Blackton,J. Stuart Blackton,,Animation
New York Subway,1905,6 min.,G.W. Bitzer,,,Documentary
Theodora Goes Wild,1936,94 min.,Richard Boleslawski,Irene Dunne,Melvyn Douglas,Comedy
The Bigamist,1953,80 min.,Ida Lupino,Joan Fontaine,Ida Lupino,Drama
In the Navy,1941,86 min.,Arthur Lubin,The Andrews Sisters,Bud Abbott,Comedy
Chi-Raq,2015,90 min.,Spike Lee,Nick Cannon,Teyonah Parris,Comedy Drama
Seduced and Abandoned,1964,115 min.,Pietro Germi,Stefania Sandrelli,Saro Urzi,Comedy
Wanderlust,2012,98 min.,David Wain,Paul Rudd,Jennifer Aniston,Comedy
The Hundred-Foot Journey,2014,112 min.,Lasse Hallström,Helen Mirren,Charlotte Le Bon,Comedy Drama
Angel on My Shoulder,1946,100 min.,Archie Mayo,Paul Muni,Anne Baxter,Comedy
Hell Comes to Frogtown,1988,86 min.,"Donald G. Jackson, R.J. Kizer",Roddy Piper,Sandahl Bergman,Action Comedy
Madman,1981,88 min.,Joe Giannone,Gaylen Ross,Tony Fish,Horror
Golgo 13,1983,91 min.,Osamu Dezaki,Tetsurô Sagawa,Gorô Naya,Action Thriller
Employees Leaving the Lumiere Factory,1895,1 min.,Louis Lumière,,,Documentary
Faults,2014,89 min.,Riley Stearns,Mary Elizabeth Winstead,Lance Reddick,Black Comedy
Fando and Lis,1968,93 min.,Alejandro Jodorowsky,Sergio Kleiner,Diana Mariscal,Adventure
Personal Best,1982,124 min.,Robert Towne,Mariel Hemingway,Scott Glenn,Drama
Waking the Dead,2000,105 min.,Keith Gordon,Billy Crudup,Jennifer Connelly,Drama
Manufacturing Consent: Noam Chomsky and the Media,1992,167 min.,"Mark Achbar, Peter Wintonick",Noam Chomsky,Mark Achbar,Biography
Jungle Book,1942,108 min.,Zoltan Korda,Sabu,Joseph Calleia,Adventure
The Edge of the World,1937,81 min.,Michael Powell,John Laurie,Belle Chrystall,Docudrama
When the Clouds Roll By,1919,85 min.,Victor Fleming,Douglas Fairbanks,Kathleen Clifford,Comedy
Pokémon the Movie: 2000,2000,99 min.,Michael Haigney,Veronica Taylor,Rachael Lillis,Adventure
Rocky V,1990,104 min.,John G. Avildsen,Sylvester Stallone,Talia Shire,Drama
The Best Offer,2013,124 min.,Giuseppe Tornatore,Geoffrey Rush,Jim Sturgess,Crime
Torchwood: Children Of Earth,2009,300 min.,Euros Lyn,John Barrowman,Eve Myles,Adventure
The Foreigner,2017,114 min.,Martin Campbell,Jackie Chan,Pierce Brosnan,Action Thriller
Berlin Express,1948,87 min.,Jacques Tourneur,Merle Oberon,Robert Ryan,Action Thriller
Cold Fish,2010,144 min.,Sion Sono,Makoto Ashikawa,Denden,Based-on-a-True-Story
"I, You, He, She",1974,90 min.,Chantal Akerman,Chantal Akerman,Niels Arestrup,Drama
Tangerines,2013,87 min.,Zaza Urushadze,Misha Meskhi,Giorgi Nakashidze,Drama
Valley of the Dolls,1967,123 min.,Mark Robson,Sharon Tate,Patty Duke,Based-on-20th-Century-Literature
The Ear,1970,94 min.,Karel Kachyna,Jirina Bohdalová,Radoslav Brzobohaty,Czechoslovak New Wave
Chinese Roulette,1976,96 min.,Rainer Werner Fassbinder,Anna Karina,Margit Carstensen,Drama
The Housemaid,2010,107 min.,Sang-soo Im,Do-yeon Jeon,Jung-Jae Lee,Drama
The Impostors,1998,101 min.,Stanley Tucci,Oliver Platt,Tony Shalhoub,Comedy
Nayak,1966,120 min.,Satyajit Ray,Uttam Kumar,Sharmila Tagore,Drama
Histoire(s) du cinéma,1998,266 min.,Jean-Luc Godard,Jean-Luc Godard,Julie Delpy,Documentary
My Sister's Keeper,2009,109 min.,Nick Cassavetes,Alec Baldwin,Cameron Diaz,Courtroom Drama
The Bulleteers,1942,8 min.,Dave Fleischer,Bud Collyer,Joan Alexander,Animation
"Black God, White Devil",1964,120 min.,Glauber Rocha,Othon Bastos,Geraldo del Ray,Adventure Drama
Contraband,2012,110 min.,Baltasar Kormákur,Mark Wahlberg,Kate Beckinsale,Action
Panique,1946,91 min.,Julien Duvivier,Viviane Romance,Michel Simon,Crime Drama
Pushover,1954,88 min.,Richard Quine,Fred MacMurray,Philip Carey,Crime Drama
Nowhere to Run,1993,94 min.,Robert Harmon,Joss Ackland,Ted Levine,Action
The Scar,1948,83 min.,Steve Sekely,Paul Henreid,Eduard Franz,Crime Thriller
Groove,2000,78 min.,Greg Harrison,Lola Glaudini,MacKenzie Firgens,Drama
The Property Man,1914,31 min.,Charles Chaplin,Charles Chaplin,Phyllis Allen,Comedy
Silent Rage,1982,103 min.,Michael Miller,Chuck Norris,Toni Kalem,Action
Raintree County,1957,168 min.,Edward Dmytryk,Montgomery Clift,Eva Marie Saint,Drama
Bambi Meets Godzilla,1969,2 min.,Marv Newland,,,Animation
Irrational Man,2015,96 min.,Woody Allen,Jamie Blackley,Joaquin Phoenix,Black Comedy
Plane Crazy,1928,6 min.,"Walt Disney, Ub Iwerks",Walt Disney,,Animation
Happythankyoumoreplease,2010,100 min.,Josh Radnor,Josh Radnor,Kate Mara,Comedy Drama
"Billy Blazes, Esq.",1919,13 min.,Hal Roach,Harold Lloyd,Bebe Daniels,Comedy
Incident at Loch Ness,2004,94 min.,Zak Penn,Werner Herzog,Zak Penn,Comedy
The Flash,2023,144 min.,Andy Muschietti,Ezra Miller,Michael Keaton,Action
The Little Rascals,1994,82 min.,Penelope Spheeris,Kevin Jamal Woods,Zachary Mabry,Comedy
Billion Dollar Brain,1967,111 min.,Ken Russell,Michael Caine,Karl Malden,Action
Trauma,1993,106 min.,Dario Argento,Christopher Rydell,Asia Argento,Foreign Language Film
Noah,2014,138 min.,Darren Aronofsky,Russell Crowe,Jennifer Connelly,Adventure Drama
Children Who Chase Lost Voices From Deep Below,2011,116 min.,Makoto Shinkai,Hisako Kanemoto,Kazuhiko Inoue,Adventure
Scream,1981,82 min.,Byron Quisenberry,Pepper Martin,Hank Worden,Horror
Boys on the Side,1995,115 min.,Herbert Ross,Whoopi Goldberg,Mary-Louise Parker,Buddy Film
An Innocent Man,1989,113 min.,Peter Yates,David Rasche,Tom Selleck,Drama
Ladies They Talk About,1933,69 min.,"Howard Bretherton, William Keighley",Preston S. Foster,Dorothy Burgess,Based-on-Theatre
The Rise & Fall Of ECW,2004,360 min.,Kevin Dunn,Kurt Angle,Steve Austin,Documentary
New York: Broadway at Union Square,1896,1 min.,Alexandre Promio,,,Documentary
Midnight Lace,1960,110 min.,David Miller,Doris Day,Rex Harrison,Film Noir
Blackadder Back & Forth,1999,33 min.,Paul Weiland,Rowan Atkinson,Tony Robinson,Comedy
American Ninja,1985,95 min.,Sam Firstenberg,Steve James,Judie Aronson,Action
Decision at Sundown,1957,77 min.,Budd Boetticher,Randolph Scott,John Carroll,Action
Midnight Mass,2021,448 min.,Mike Flanagan,Hamish Linklater,Kate Siegel,Addiction Drama
The Interpreter,2005,128 min.,Sydney Pollack,Nicole Kidman,Sean Penn,Paranoid Thriller
The Big Doll House,1971,95 min.,Jack Hill,Sid Haig,Pam Grier,Action
Watermelon Man,1970,100 min.,Melvin Van Peebles,Godfrey Cambridge,Estelle Parsons,Comedy of Manners
Fighting Elegy,1966,86 min.,Seijun Suzuki,Hideki Takahashi,Yûsuke Kawazu,Absurd Comedy
Fritz the Cat,1972,79 min.,Ralph Bakshi,John McCurry,Judy Engles,Animation
Night Falls on Manhattan,1997,118 min.,Sidney Lumet,Andy Garcia,Lena Olin,Drama
A Fool There Was,1915,67 min.,Frank Powell,Theda Bara,Edward Jose,Drama
Mama,2013,100 min.,Andy Muschietti,Jessica Chastain,Nikolaj Coster-Waldau,Ghost Film
Dead Snow: Red vs. Dead,2014,100 min.,Tommy Wirkola,Vegar Hoel,Stig Frode Henriksen,Action
Robot Chicken: Star Wars Episode III,2010,48 min.,Chris McKay,Seth Green,Abraham Benrubi,Animation
Candleshoe,1977,101 min.,Norman Tokar,David Niven,Helen Hayes,Adventure
Crazy People,1990,90 min.,Tony Bill,Dudley Moore,Daryl Hannah,Comedy
The Street with No Name,1948,91 min.,William Keighley,Mark Stevens,Richard Widmark,Crime Thriller
Queen & Slim,2019,132 min.,Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Crime Drama
Jacknife,1989,102 min.,David Hugh Jones,Robert De Niro,Ed Harris,Drama
Hold Back the Dawn,1941,116 min.,Mitchell Leisen,Charles Boyer,Olivia de Havilland,Drama
Something to Talk About,1995,106 min.,Lasse Hallström,Julia Roberts,Robert Duvall,Comedy Drama
The Old Guard,2020,125 min.,Gina Prince-Bythewood,Charlize Theron,Matthias Schoenaerts,Action
Robot Chicken: Star Wars Episode II,2008,30 min.,Seth Green,Seth Green,Abraham Benrubi,Animation
Brightburn,2019,91 min.,David Yarovesky,Elizabeth Banks,David Denman,Horror
Anna and the Apocalypse,2017,92 min.,John McPhail,Ella Hunt,Malcolm Cumming,Black Comedy
The Land That Time Forgot,1974,90 min.,Kevin Connor,John McEnery,Susan Penhaligon,Adventure
The Heroic Trio,1993,88 min.,Johnnie To,Michelle Yeoh,Maggie Cheung,Action
Battlestar Galactica: The Plan,2009,112 min.,Edward James Olmos,Edward James Olmos,Dean Stockwell,Action
Child's Play 3,1991,90 min.,Jack Bender,Andrew Robinson,Peter Haskell,Horror
Four Nights of a Dreamer,1971,87 min.,Robert Bresson,Lidia Biondi,Jérôme Massart,Drama
Transformation by Hats,1895,1 min.,Louis Lumière,,,Short Film
Secret Admirer,1985,90 min.,David Greenwalt,C. Thomas Howell,Fred Ward,Comedy of Errors
The Red Man’s View,1909,11 min.,D.W. Griffith,,,Drama
The Land Beyond the Sunset,1912,14 min.,Harold M. Shaw,,,Drama
Racing with the Moon,1984,108 min.,Richard Benjamin,Sean Penn,Barbara Howard,Drama
The Magic Cloak of Oz,1914,38 min.,J. Farrell MacDonald,Mildred Harris,Violet MacMillan,Fantasy
Lockout,2012,95 min.,"James Mather, Stephen St. Leger",Guy Pearce,Maggie Grace,Action
Mickey's Trailer,1938,7 min.,Ben Sharpsteen,,,Animation
The Shadow Riders,1982,100 min.,Andrew V. McLaglen,Tom Selleck,Sam Elliott,Romance
Godzilla Raids Again,1955,82 min.,Motoyoshi Oda,Takashi Shimura,Minoru Chiaki,Action
The Broadway Melody,1929,110 min.,Harry Beaumont,Bessie Love,Charles King,Comedy
Prime,2005,105 min.,Ben Younger,Meryl Streep,Uma Thurman,Comedy Drama
Five Came Back,1939,75 min.,John Farrow,Chester Morris,Lucille Ball,Action
The Miser,1908,5 min.,Georges Méliès,,,Short Film
Starry Eyes,2014,98 min.,"Kevin Kölsch, Dennis Widmyer",Alex Essoe,Amanda Fuller,Body Horror
Professor Marston and the Wonder Women,2017,108 min.,Angela Robinson,Luke Evans,Rebecca Hall,Based-on-a-True-Story
Castle of Blood,1964,87 min.,Antonio Margheriti,Barbara Steele,Georges Riviere,Costume Horror
Anywhere But Here,1999,114 min.,Wayne Wang,Natalie Portman,Eileen Ryan,Comedy Drama
Elephant,1989,39 min.,Alan Clarke,Gary Walker,Bill Hamilton,Drama
The Sundowners,1960,133 min.,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Adventure
Hulk,2003,138 min.,Ang Lee,Eric Bana,Jennifer Connelly,Action
Burlesque on Carmen,1916,67 min.,Charles Chaplin,Charles Chaplin,Edna Purviance,Comedy
Lovers Rock,2020,68 min.,Steve McQueen,Amarah-Jae St Aubyn,Micheal Ward,Direct-to-Stream
The Good Luck of a 'Souse',1908,4 min.,Georges Méliès,,,Drama
Voyage to the End of the Universe,1963,81 min.,Jindrich Polák,Zdenek Stepánek,Frantisek Smolík,Adventure
The Dancing Skeleton,1897,2 min.,American Mutoscope Company,,,Dance Film
Cornered,1945,102 min.,Edward Dmytryk,Dick Powell,Walter Slezak,Film Noir
Kon-Tiki,1950,77 min.,Thor Heyerdahl,Thor Heyerdahl,,Culture and Society
Sweet November,2001,119 min.,Pat O'Connor,Michael Rosenbaum,Keanu Reeves,Romance
Comanche Station,1960,74 min.,Budd Boetticher,Randolph Scott,Nancy Gates,Action
Flaming Star,1960,101 min.,Don Siegel,Elvis Presley,Barbara Eden,Musical
Mata Hari,1931,89 min.,George Fitzmaurice,Greta Garbo,Ramon Novarro,Action
When You're Strange,2009,86 min.,Tom DiCillo,Johnny Depp,Jim Morrison,Biography
Impostor,2002,102 min.,Gary Fleder,Gary Sinise,Madeleine Stowe,Action Thriller
The Return of the King,1980,98 min.,"Jules Bass, Arthur Rankin Jr.",Orson Bean,John Huston,Adventure
Crime Story,1993,107 min.,Kirk Wong,Jackie Chan,Kent Cheng,Action Thriller
The Unchanging Sea,1910,14 min.,D.W. Griffith,Arthur V. Johnson,Linda Arvidson,Drama
The Hurricane,1937,110 min.,John Ford,Dorothy Lamour,Jon Hall,Adventure
City of Hope,1991,129 min.,John Sayles,Vincent Spano,Tony Lo Bianco,Crime Drama
Dark Water,2005,105 min.,Walter Salles,Jennifer Connelly,Dougray Scott,Based-on-20th-Century-Literature
Yankee Doodle Daffy,1943,7 min.,Friz Freleng,Mel Blanc,Billy Bletcher,Animation
"Throw Away Your Books, Rally in the Streets",1971,138 min.,Shûji Terayama,Hideaki Sasaki,Masahiro Saito,Avant-garde / Experimental
Dillinger is Dead,1969,90 min.,Marco Ferreri,Michel Piccoli,Anita Pallenberg,Avant-garde / Experimental
Strike Up the Band,1940,120 min.,Busby Berkeley,Judy Garland,William Tracy,Comedy
The Grass is Greener,1960,104 min.,Stanley Donen,Cary Grant,Deborah Kerr,Comedy
George Carlin . . . It's Bad for Ya!,2008,70 min.,Rosco Urbisci,George Carlin,,Comedy
Carry On Up The Khyber,1968,88 min.,Gerald Thomas,Sid James,Kenneth Williams,Adventure Comedy
Movie Crazy,1932,98 min.,Clyde Bruckman,Harold Lloyd,Constance Cummings,Biopic
Fixed Bayonets!,1951,92 min.,Samuel Fuller,Richard Basehart,Gene Evans,Combat Films
Emma,2009,240 min.,Jim O'Hanlon,Romola Garai,Jonny Lee Miller,Based-on-19th-Century-Literature
The Color of Paradise,1999,90 min.,Majid Majidi,Mohsen Ramezani,Salime Feizi,Childhood Drama
The Legend of the 7 Golden Vampires,1974,83 min.,Roy Ward Baker,Peter Cushing,David Chiang,Action
The Phenix City Story,1955,100 min.,Phil Karlson,John McIntire,Richard Kiley,Crime Drama
Paris Belongs To Us,1961,141 min.,Jacques Rivette,François Maistre,Betty Schneider,Drama
Bugs Bunny and the Three Bears,1944,7 min.,Chuck Jones,Mel Blanc,Bea Benaderet,Animation
Veer-Zaara,2004,192 min.,Yash Chopra,Shah Rukh Khan,Preity Zinta,Bollywood
The Report,2019,119 min.,Scott Z. Burns,Adam Driver,Annette Bening,Based-on-a-True-Story
Vive L'Amour,1994,120 min.,Ming-liang Tsai,Chao-jung Chen,Kang-sheng Lee,Drama
Souls for Sale,1923,90 min.,Rupert Hughes,Eleanor Boardman,Frank Mayo,Comedy Drama
Jack-Jack Attack,2005,5 min.,Brad Bird,Bret 'Brook' Parker,Bud Luckey,Adventure
A Man Called Otto,2022,121 min.,Marc Forster,Tom Hanks,Mariana Treviño,Based-on-21st-Century-Literature
The Policemen’s Little Run,1907,6 min.,Ferdinand Zecca,,,Comedy
Planet of the Apes,2001,119 min.,Tim Burton,Mark Wahlberg,Tim Roth,Action Thriller
Psycho III,1986,93 min.,Anthony Perkins,Anthony Perkins,Diana Scarwid,Horror
Petite Maman,2021,72 min.,Céline Sciamma,Joséphine Sanz,Gabrielle Sanz,Drama
Central Intelligence,2016,107 min.,Rawson Marshall Thurber,Dwayne Johnson,Kevin Hart,Action Comedy
